registry_club_id,organism,affiliation_code,sport_year_start,sport_year_end
coni:11790,AICS|FIGC,916213,01/07/2025,30/06/2026
coni:118080,FIGC|OPES,936394,01/07/2025,30/06/2026
coni:11812,FIGC,700235,01/07/2025,30/06/2026
coni:11815,FIGC,911551,01/07/2025,30/06/2026
coni:11829,FIGC,930627,01/07/2025,30/06/2026
coni:118307,FIGC,937880,01/07/2025,30/06/2026
coni:118321,CSI|FIGC,02001494,07/07/2025,30/06/2026
coni:11833,FIGC,945217,01/07/2025,30/06/2026
coni:11840,FIGC|UISP,955072,01/07/2025,30/06/2026
coni:11845,FIGC,933880,01/07/2025,30/06/2026
coni:118596,FIGC,948196,01/07/2025,30/06/2026
coni:11868,CSI|FIGC,72694,01/07/2025,30/06/2026
coni:11871,FIGC,943397,01/07/2025,30/06/2026
coni:11878,FIGC,952776,01/07/2025,30/06/2026
coni:11893,FIGC,935551,01/07/2025,30/06/2026
coni:11894,FIGC,675788,01/07/2025,30/06/2026
coni:11895,CSEN|FIGC|UISP,Q030091,02/09/2025,31/08/2026
coni:11898,CSI|FIGC,06300322,03/07/2025,30/06/2026
coni:119184,FIGC,943079,01/07/2025,30/06/2026
coni:119195,FIGC,949517,01/07/2025,30/06/2026
coni:119201,FIGC,943522,01/07/2025,30/06/2026
coni:11928,FIGC,943847,01/07/2025,30/06/2026
coni:1193,FIGC,72900,01/07/2025,30/06/2026
coni:119503,FIGC,710823,01/07/2025,30/06/2026
coni:11952,FIGC,630613,01/07/2025,30/06/2026
coni:119536,FIGC|UISP|US_ACLI,934602,01/07/2025,30/06/2026
coni:1196,FIGC,920557,01/07/2025,30/06/2026
coni:11964,FIGC,770178,01/07/2025,30/06/2026
coni:119714,CSEN|CSI|FIGC|UISP,935718,01/07/2025,30/06/2026
coni:119773,FIGC,964652,09/09/2025,30/06/2026
coni:11992,FIGC,954821,01/07/2025,30/06/2026
coni:12003,FIGC,964001,08/07/2025,30/06/2026
coni:12022,CSI|FIGC,940950,01/07/2025,30/06/2026
coni:120227,FIGC,947096,01/07/2025,30/06/2026
coni:12023,CSI|FIGC,938933,01/07/2025,30/06/2026
coni:120233,FIGC,947089,01/07/2025,30/06/2026
coni:120634,FIGC,710722,01/07/2025,30/06/2026
coni:12071,FIGC,936946,01/07/2025,30/06/2026
coni:1210,CSI|FIGC,6510,01/07/2025,30/06/2026
coni:121102,FIGC,943338,01/07/2025,30/06/2026
coni:121107,FIGC,943043,01/07/2025,30/06/2026
coni:121138,FIGC,945355,01/07/2025,30/06/2026
coni:12115,FIGC,8350,01/07/2025,30/06/2026
coni:121517,FIGC,951455,01/07/2025,30/06/2026
coni:12161,AICS|FIGC,938056,01/07/2025,30/06/2026
coni:12172,FIGC,946253,01/07/2025,30/06/2026
coni:12178,FIGC,935582,01/07/2025,30/06/2026
coni:12194,FIGC,911117,01/07/2025,30/06/2026
coni:12196,FIGC,700592,01/07/2025,30/06/2026
coni:12203,FIGC,700615,01/07/2025,30/06/2026
coni:122057,FIGC,675213,01/07/2025,30/06/2026
coni:122092,FIGC,78987,01/07/2025,30/06/2026
coni:12232,CSI|FIGC,675134,01/07/2025,30/06/2026
coni:12243,CSI|FIGC|UISP,205530,01/07/2025,30/06/2026
coni:12253,FIGC,936145,01/07/2025,30/06/2026
coni:12258,FIGC,945113,01/07/2025,30/06/2026
coni:12279,FIGC,945638,01/07/2025,30/06/2026
coni:1228,FIGC,780614,01/07/2025,30/06/2026
coni:122823,FIGC,919058,01/07/2025,30/06/2026
coni:12292,CSI|FIGC,938258,01/07/2025,30/06/2026
coni:12295,FIGC|UISP,945711,01/07/2025,30/06/2026
coni:123057,FIGC,940963,01/07/2025,30/06/2026
coni:12309,FIGC,913791,01/07/2025,30/06/2026
coni:12334,FIGC,932265,01/07/2025,30/06/2026
coni:12340,FIGC,963295,01/07/2025,30/06/2026
coni:12354,FIGC,951965,01/07/2025,30/06/2026
coni:12355,FIGC,77924,01/07/2025,30/06/2026
coni:12358,FIGC,932381,01/07/2025,30/06/2026
coni:12366,FIGC,937913,01/07/2025,30/06/2026
coni:12377,FIGC,932198,01/07/2025,30/06/2026
coni:12378,AICS|FIGC|FIP,953087,01/07/2025,30/06/2026
coni:12379,FIGC,938106,01/07/2025,30/06/2026
coni:123839,CSEN|FIGC,66986,01/07/2025,30/06/2026
coni:12398,FIGC,919515,01/07/2025,30/06/2026
coni:10046,CSI|FIGC|FIP|UISP,935725,01/07/2025,30/06/2026
coni:10536,CSI|FIGC|UISP,630592,01/07/2025,30/06/2026
coni:109224,FIGC,954099,01/07/2025,30/06/2026
coni:110604,FIGC,944391,01/07/2025,30/06/2026
coni:11091,FIGC,630233,01/07/2025,30/06/2026
coni:111041,CSI|FIGC|US_ACLI,964284,06/08/2025,30/06/2026
coni:113585,FIGC,931359,01/07/2025,30/06/2026
coni:1155,FIGC,201416,01/07/2025,30/06/2026
coni:11924,CSI|FIGC,500636,01/07/2025,30/06/2026
coni:11927,FIGC,935630,01/07/2025,30/06/2026
coni:119665,FIGC,945483,01/07/2025,30/06/2026
coni:11980,CSI|FIGC,937706,01/07/2025,30/06/2026
coni:12191,FIGC,780072,01/07/2025,30/06/2026
coni:122090,FIGC,962436,01/07/2025,30/06/2026
coni:124026,FIGC,62436,01/07/2025,30/06/2026
coni:124042,FIGC,930209,01/07/2025,30/06/2026
coni:12406,FIGC,938228,01/07/2025,30/06/2026
coni:12414,FIGC,938405,01/07/2025,30/06/2026
coni:124151,FIGC,53320,01/07/2025,30/06/2026
coni:124197,FIGC,948033,01/07/2025,30/06/2026
coni:12424,CSI|FIGC,938422,01/07/2025,30/06/2026
coni:124272,FIGC,200444,01/09/2025,31/08/2026
coni:12430,FIGC,919739,01/07/2025,30/06/2026
coni:124303,FIGC,931664,01/07/2025,30/06/2026
coni:12431,FIGC,941169,01/07/2025,30/06/2026
coni:12433,FIGC,620668,01/07/2025,30/06/2026
coni:124597,CSI|FIGC,947346,01/07/2025,30/06/2026
coni:124608,FIGC,75886,01/07/2025,30/06/2026
coni:124609,FIGC,947794,01/07/2025,30/06/2026
coni:124614,FIGC,941865,01/07/2025,30/06/2026
coni:124619,FIGC,948031,01/07/2025,30/06/2026
coni:124622,FIGC,947906,01/07/2025,30/06/2026
coni:124624,FIGC,947749,01/07/2025,30/06/2026
coni:124625,FIGC,939092,01/07/2025,30/06/2026
coni:124626,FIGC,63017,01/07/2025,30/06/2026
coni:124627,FIGC,914369,01/07/2025,30/06/2026
coni:124633,FIGC,930988,01/07/2025,30/06/2026
coni:124634,FIGC,921204,01/07/2025,30/06/2026
coni:124642,FIGC,60177,01/07/2025,30/06/2026
coni:124643,CSI|FIGC,57826,01/07/2025,30/06/2026
coni:12465,CSI|FIGC,60987,01/07/2025,30/06/2026
coni:124654,FIGC|PGS,13614,20/11/2025,31/08/2026
coni:124686,FIGC,946235,01/07/2025,30/06/2026
coni:124692,FIGC,944206,01/07/2025,30/06/2026
coni:124700,FIGC,948052,01/07/2025,30/06/2026
coni:124705,ASC|FIGC,947286,01/07/2025,30/06/2026
coni:124708,FIGC|US_ACLI,947017,01/07/2025,30/06/2026
coni:124713,FIGC,963828,01/07/2025,30/06/2026
coni:124725,FIGC,740739,01/07/2025,30/06/2026
coni:124727,FIGC,71704,01/07/2025,30/06/2026
coni:124739,FIGC,941040,01/07/2025,30/06/2026
coni:124741,FIGC,931535,01/07/2025,30/06/2026
coni:124743,FIGC,948048,01/07/2025,30/06/2026
coni:12475,CSI|FIGC,13600004,02/07/2025,30/06/2026
coni:124758,FIGC,947332,01/07/2025,30/06/2026
coni:124763,FIGC,203021,01/07/2025,30/06/2026
coni:124764,FIGC,71033,01/07/2025,30/06/2026
coni:124765,FIGC,5150,01/07/2025,30/06/2026
coni:124766,FIGC,8180,01/07/2025,30/06/2026
coni:124767,CSI|FIGC,53480,01/07/2025,30/06/2026
coni:124773,FIGC,938047,01/07/2025,30/06/2026
coni:124777,FIGC,921020,01/07/2025,30/06/2026
coni:124786,FIGC,914723,01/07/2025,30/06/2026
coni:124801,CSI|FIGC,931805,01/07/2025,30/06/2026
coni:124804,FIGC,947432,01/07/2025,30/06/2026
coni:124805,CSEN|FIGC,945468,01/07/2025,30/06/2026
coni:124810,FIGC,947390,01/07/2025,30/06/2026
coni:124817,FIGC,917321,01/07/2025,30/06/2026
coni:124822,FIGC,964257,01/07/2025,30/06/2026
coni:124831,FIGC,947902,01/07/2025,30/06/2026
coni:124832,CSEN|FIGC,948374,01/07/2025,30/06/2026
coni:124834,FIGC,931119,01/07/2025,30/06/2026
coni:124835,FIGC,600617,01/07/2025,30/06/2026
coni:124845,FIGC,76443,01/07/2025,30/06/2026
coni:124847,FIGC|UISP,200797,01/07/2025,30/06/2026
coni:124850,FIGC,943637,01/07/2025,30/06/2026
coni:124851,FIGC,947121,01/07/2025,30/06/2026
coni:124867,FIGC,916807,01/07/2025,30/06/2026
coni:124871,FIGC,945916,01/07/2025,30/06/2026
coni:124887,FIGC,932230,01/07/2025,30/06/2026
coni:124889,FIGC,948121,01/07/2025,30/06/2026
coni:124890,FIGC|PGS,920223,01/07/2025,30/06/2026
coni:124891,FIGC,947326,01/07/2025,30/06/2026
coni:124893,CSEN|FIGC,938293,01/07/2025,30/06/2026
coni:124898,ASC|CSEN|FIGC,947718,01/07/2025,30/06/2026
coni:124901,FIGC,947758,01/07/2025,30/06/2026
coni:124906,FIGC,66326,01/07/2025,30/06/2026
coni:124911,FIGC,936664,01/07/2025,30/06/2026
coni:124918,FIGC,947815,01/07/2025,30/06/2026
coni:124919,FIGC,947747,01/07/2025,30/06/2026
coni:124925,FIGC,933970,01/07/2025,30/06/2026
coni:124927,FIGC|US_ACLI,938367,01/07/2025,30/06/2026
coni:124930,FIGC,947629,01/07/2025,30/06/2026
coni:124933,FIGC|PGS,934915,01/07/2025,30/06/2026
coni:124934,CSI|FIGC,948128,01/07/2025,30/06/2026
coni:124935,FIGC,948127,01/07/2025,30/06/2026
coni:124953,FIGC,64265,01/07/2025,30/06/2026
coni:124954,CSI|FIGC,500583,01/07/2025,30/06/2026
coni:124956,CSEN|FIGC,201806,01/07/2025,30/06/2026
coni:124958,FIGC,24830,01/07/2025,30/06/2026
coni:124962,FIGC,69566,01/07/2025,30/06/2026
coni:124969,FIGC,947131,01/07/2025,30/06/2026
coni:124975,FIGC,947312,01/07/2025,30/06/2026
coni:124984,FIGC,937667,01/07/2025,30/06/2026
coni:124987,FIGC,935524,01/07/2025,30/06/2026
coni:124988,FIGC,934275,01/07/2025,30/06/2026
coni:124990,FIGC,917895,01/07/2025,30/06/2026
coni:124991,FIGC,919077,01/07/2025,30/06/2026
coni:124994,FIGC,921137,01/07/2025,30/06/2026
coni:124997,FIGC,947570,01/07/2025,30/06/2026
coni:125007,FIGC,947651,01/07/2025,30/06/2026
coni:125009,FIGC,942142,01/07/2025,30/06/2026
coni:125010,FIGC,933932,01/07/2025,30/06/2026
coni:125012,FIGC,938598,01/07/2025,30/06/2026
coni:125021,FIGC,943491,01/07/2025,30/06/2026
coni:125024,FIGC,943471,01/07/2025,30/06/2026
coni:125025,FIGC,941255,01/07/2025,30/06/2026
coni:125026,CSI|FIGC,934895,01/07/2025,30/06/2026
coni:125028,FIGC|PGS,915739,01/07/2025,30/06/2026
coni:125038,FIGC,947441,01/07/2025,30/06/2026
coni:125043,FIGC,66574,01/07/2025,30/06/2026
coni:125044,FIGC,947299,01/07/2025,30/06/2026
coni:125045,FIGC,740801,01/07/2025,30/06/2026
coni:125047,FIGC,941248,01/07/2025,30/06/2026
coni:12505,CSI|FIGC,954885,01/07/2025,30/06/2026
coni:125050,FIGC,947455,01/07/2025,30/06/2026
coni:125052,FIGC,934879,01/07/2025,30/06/2026
coni:125053,FIGC,932203,01/07/2025,30/06/2026
coni:125056,AICS|FIGC,945270,01/07/2025,30/06/2026
coni:12506,FIGC,914487,01/07/2025,30/06/2026
coni:125061,FIGC,947696,01/07/2025,30/06/2026
coni:125064,FIGC,945451,01/07/2025,30/06/2026
coni:125077,FIGC,60794,01/07/2025,30/06/2026
coni:125092,FIGC,68629,01/07/2025,30/06/2026
coni:125095,FIGC,938479,01/07/2025,30/06/2026
coni:125100,FIGC,917421,01/07/2025,30/06/2026
coni:125111,FIGC,944049,01/07/2025,30/06/2026
coni:125114,FIGC,947797,01/07/2025,30/06/2026
coni:125119,FIGC,665346,01/07/2025,30/06/2026
coni:125126,FIGC|UISP,948064,01/07/2025,30/06/2026
coni:12513,FIGC,932611,01/07/2025,30/06/2026
coni:125140,FIGC,940843,01/07/2025,30/06/2026
coni:125151,FIGC|US_ACLI,941439,01/07/2025,30/06/2026
coni:125153,FIGC,933234,01/07/2025,30/06/2026
coni:125159,CSEN|FIGC,944059,01/07/2025,30/06/2026
coni:125167,ASC|FIGC,940917,01/07/2025,30/06/2026
coni:125168,FIGC,948422,01/07/2025,30/06/2026
coni:125171,CSI|FIGC,665118,01/07/2025,30/06/2026
coni:125176,FIGC,940947,01/07/2025,30/06/2026
coni:125181,FIGC,952906,01/07/2025,30/06/2026
coni:125188,FIGC,920587,01/07/2025,30/06/2026
coni:125192,FIGC,947849,01/07/2025,30/06/2026
coni:125195,FIGC,947946,01/07/2025,30/06/2026
coni:125201,FIGC,933147,01/07/2025,30/06/2026
coni:125202,FIGC,943940,01/07/2025,30/06/2026
coni:125205,FIGC,918919,01/07/2025,30/06/2026
coni:125206,CSI|FIGC,921229,01/07/2025,30/06/2026
coni:125208,FIGC,915018,01/07/2025,30/06/2026
coni:125214,FIGC,23530,01/07/2025,30/06/2026
coni:125215,FIGC,913422,01/07/2025,30/06/2026
coni:125216,FIGC,955332,01/07/2025,30/06/2026
coni:125221,FIGC,70718,01/07/2025,30/06/2026
coni:125223,FIGC,28630,01/07/2025,30/06/2026
coni:125225,FIGC,29010,01/07/2025,30/06/2026
coni:125226,FIGC,57854,01/07/2025,30/06/2026
coni:125227,FIGC,5910,01/07/2025,30/06/2026
coni:125232,FIGC,65584,01/07/2025,30/06/2026
coni:125236,FIGC,940995,01/07/2025,30/06/2026
coni:125237,FIGC|UISP,59072,01/07/2025,30/06/2026
coni:12524,FIGC,940831,01/07/2025,30/06/2026
coni:125240,FIGC,61712,01/07/2025,30/06/2026
coni:125241,FIGC,52340,01/07/2025,30/06/2026
coni:125245,FIGC,49050,01/07/2025,30/06/2026
coni:125248,FIGC,3320,01/07/2025,30/06/2026
coni:125250,FIGC,50260,01/07/2025,30/06/2026
coni:125251,FIGC,68186,01/07/2025,30/06/2026
coni:125253,FIGC,12800,01/07/2025,30/06/2026
coni:125254,FIGC,40340,01/07/2025,30/06/2026
coni:125257,FIGC,53370,01/07/2025,30/06/2026
coni:125261,FIGC,28960,01/07/2025,30/06/2026
coni:125263,FIGC,52000,01/07/2025,30/06/2026
coni:125265,FIGC,947026,01/07/2025,30/06/2026
coni:125269,FIGC,78471,01/07/2025,30/06/2026
coni:125270,FIGC,59621,01/07/2025,30/06/2026
coni:125274,FIGC,9430,01/07/2025,30/06/2026
coni:125275,FIGC,640031,01/07/2025,30/06/2026
coni:125278,FIGC,6300,01/07/2025,30/06/2026
coni:125281,FIGC,69242,01/07/2025,30/06/2026
coni:125286,FIGC,62323,01/07/2025,30/06/2026
coni:125292,CSI|FIGC,930113,01/07/2025,30/06/2026
coni:125294,CSI|FIGC,675501,01/07/2025,30/06/2026
coni:125298,FIGC,947494,01/07/2025,30/06/2026
coni:125300,FIGC,934721,01/07/2025,30/06/2026
coni:125305,FIGC,917202,01/07/2025,30/06/2026
coni:125307,FIGC,921057,01/07/2025,30/06/2026
coni:125314,FIGC,73949,01/07/2025,30/06/2026
coni:125315,FIGC,949583,01/07/2025,30/06/2026
coni:12532,CSEN|CSI|FIGC,630584,01/07/2025,30/06/2026
coni:125324,AICS|CSEN|FIGC,951620,01/07/2025,30/06/2026
coni:125343,FIGC,933839,01/07/2025,30/06/2026
coni:125345,CSEN|FIGC,911625,01/07/2025,30/06/2026
coni:125347,FIGC,937924,01/07/2025,30/06/2026
coni:125357,FIGC,921080,01/07/2025,30/06/2026
coni:125361,CSI|FIGC,675725,01/07/2025,30/06/2026
coni:125363,FIGC,938347,01/07/2025,30/06/2026
coni:125366,FIGC,25270,01/07/2025,30/06/2026
coni:125367,CSEN|FIGC,915464,01/07/2025,30/06/2026
coni:125368,FIGC,921571,01/07/2025,30/06/2026
coni:125371,FIGC,650869,01/07/2025,30/06/2026
coni:125375,FIGC,920323,01/07/2025,30/06/2026
coni:125379,FIGC,947051,01/07/2025,30/06/2026
coni:125382,FIGC,750463,01/07/2025,30/06/2026
coni:125386,FIGC,1360,01/07/2025,30/06/2026
coni:125388,FIGC,860,01/07/2025,30/06/2026
coni:125408,FIGC,65125,01/07/2025,30/06/2026
coni:125415,FIGC,630078,01/07/2025,30/06/2026
coni:125416,FIGC,947378,01/07/2025,30/06/2026
coni:125417,CSI|FIGC,676206,01/07/2025,30/06/2026
coni:125421,FIGC,918761,01/07/2025,30/06/2026
coni:125422,FIGC,921087,01/07/2025,30/06/2026
coni:125428,FIGC,943339,01/07/2025,30/06/2026
coni:125432,CSI|FIGC,934392,01/07/2025,30/06/2026
coni:125433,FIGC,932114,01/07/2025,30/06/2026
coni:125434,CSI|FIGC,68865,01/07/2025,30/06/2026
coni:125436,FIGC,930817,01/07/2025,30/06/2026
coni:125447,CSI|FIGC,919260,01/07/2025,30/06/2026
coni:12545,FIGC,932367,01/07/2025,30/06/2026
coni:125453,CSI|FIGC,947867,01/07/2025,30/06/2026
coni:125455,CSI|FIGC,947486,01/07/2025,30/06/2026
coni:125458,FIGC,947913,01/07/2025,30/06/2026
coni:125459,FIGC,941901,01/07/2025,30/06/2026
coni:125461,FIGC,910130,01/07/2025,30/06/2026
coni:125464,CSI|FIGC,937974,01/07/2025,30/06/2026
coni:125479,FIGC,52090,01/07/2025,30/06/2026
coni:125483,FIGC,780789,01/07/2025,30/06/2026
coni:125498,FIGC,22740,01/07/2025,30/06/2026
coni:125500,FIGC,205525,01/07/2025,30/06/2026
coni:125508,FIGC,917054,01/07/2025,30/06/2026
coni:125510,FIGC,81567,01/07/2025,30/06/2026
coni:125515,FIGC,931618,01/07/2025,30/06/2026
coni:125518,FIGC,71097,01/07/2025,30/06/2026
coni:125522,FIGC,76044,01/07/2025,30/06/2026
coni:125524,FIGC|OPES,947821,01/07/2025,30/06/2026
coni:125535,FIGC,710793,01/07/2025,30/06/2026
coni:125540,FIGC,940720,01/07/2025,30/06/2026
coni:125544,FIGC,67902,01/07/2025,30/06/2026
coni:125547,FIGC,12370,01/07/2025,30/06/2026
coni:125549,FIGC,77527,01/07/2025,30/06/2026
coni:125566,FIGC,67736,01/07/2025,30/06/2026
coni:125569,FIGC,948457,01/07/2025,30/06/2026
coni:125583,FIGC,935982,01/07/2025,30/06/2026
coni:125584,FIGC,941375,01/07/2025,30/06/2026
coni:125586,FIGC|UISP,54110,01/07/2025,30/06/2026
coni:125588,CSI|FIGC,02200584,08/07/2025,30/06/2026
coni:125590,FIGC,,,
coni:125592,FIGC,700590,01/07/2025,30/06/2026
coni:125595,FIGC,260,01/07/2025,30/06/2026
coni:125599,FIGC,770390,01/07/2025,30/06/2026
coni:1256,CSI|FIGC,953827,01/07/2025,30/06/2026
coni:125600,FIGC,947394,01/07/2025,30/06/2026
coni:125603,FIGC,934175,01/07/2025,30/06/2026
coni:125604,FIGC,675296,01/07/2025,30/06/2026
coni:125605,FIGC,63514,01/07/2025,30/06/2026
coni:125610,FIGC,931163,01/07/2025,30/06/2026
coni:125618,FIGC,630685,01/07/2025,30/06/2026
coni:125620,FIGC,931615,01/07/2025,30/06/2026
coni:125621,FIGC,914334,01/07/2025,30/06/2026
coni:125623,FIGC,919671,01/07/2025,30/06/2026
coni:125637,FIGC,675327,01/07/2025,30/06/2026
coni:125639,AICS|FIGC,80157,01/07/2025,30/06/2026
coni:125645,FIGC,20750,01/07/2025,30/06/2026
coni:125648,FIGC,947293,01/07/2025,30/06/2026
coni:125649,FIGC,920607,01/07/2025,30/06/2026
coni:125653,FIGC,25120,01/07/2025,30/06/2026
coni:125658,FIGC,919210,01/07/2025,30/06/2026
coni:125659,FIGC,919356,01/07/2025,30/06/2026
coni:125660,FIGC,962123,01/07/2025,30/06/2026
coni:125664,FIGC,934350,01/07/2025,30/06/2026
coni:125668,FIGC,931141,01/07/2025,30/06/2026
coni:12567,AICS|CSI|FIGC,05601563,01/07/2025,30/06/2026
coni:125674,FIGC,920356,01/07/2025,30/06/2026
coni:125678,CSI|FIGC,17340,01/07/2025,30/06/2026
coni:125682,FIGC,936541,01/07/2025,30/06/2026
coni:125685,FIGC,943586,01/07/2025,30/06/2026
coni:125693,FIGC,710531,01/07/2025,30/06/2026
coni:125695,FIGC,934064,01/07/2025,30/06/2026
coni:125697,FIGC,205075,01/07/2025,30/06/2026
coni:125707,FIGC,2280,01/07/2025,30/06/2026
coni:125709,FIGC,914201,01/07/2025,30/06/2026
coni:125712,FIGC,630063,01/07/2025,30/06/2026
coni:125716,FIGC,947231,01/07/2025,30/06/2026
coni:125719,FIGC,650942,01/07/2025,30/06/2026
coni:125732,FIGC,75704,01/07/2025,30/06/2026
coni:125738,FIGC,931564,01/07/2025,30/06/2026
coni:125739,FIGC,65937,01/07/2025,30/06/2026
coni:125746,FIGC,74452,01/07/2025,30/06/2026
coni:125750,FIGC,920727,01/07/2025,30/06/2026
coni:125751,FIGC,74588,01/07/2025,30/06/2026
coni:125759,FIGC,947329,01/07/2025,30/06/2026
coni:125760,FIGC,947487,01/07/2025,30/06/2026
coni:125767,FIGC,933807,01/07/2025,30/06/2026
coni:125768,FIGC,10710,01/07/2025,30/06/2026
coni:125769,CSI|FIGC,64169,01/07/2025,30/06/2026
coni:125772,FIGC,81036,01/07/2025,30/06/2026
coni:125781,FIGC,918869,01/07/2025,30/06/2026
coni:125782,FIGC,65203,01/07/2025,30/06/2026
coni:125786,CSI|FIGC,203061,01/07/2025,30/06/2026
coni:125790,CSI|FIGC,60791,01/07/2025,30/06/2026
coni:125791,CSEN|CSI|FIGC,953815,01/07/2025,30/06/2026
coni:125792,FIGC,37550,01/07/2025,30/06/2026
coni:125796,FIGC,630084,01/07/2025,30/06/2026
coni:125799,FIGC,915797,01/07/2025,30/06/2026
coni:12580,FIGC,940891,01/07/2025,30/06/2026
coni:125802,FIGC,915405,01/07/2025,30/06/2026
coni:125803,FIGC,75400,01/07/2025,30/06/2026
coni:125808,FIGC,914235,01/07/2025,30/06/2026
coni:125815,FIGC,67072,01/07/2025,30/06/2026
coni:125820,FIGC,933692,01/07/2025,30/06/2026
coni:125821,CSI|FIGC,04300925,08/07/2025,30/06/2026
coni:125823,FIGC,81860,01/07/2025,30/06/2026
coni:125824,FIGC,914130,01/07/2025,30/06/2026
coni:125827,FIGC,710087,01/07/2025,30/06/2026
coni:125828,FIGC,963126,01/07/2025,30/06/2026
coni:125833,FIGC,67854,01/07/2025,30/06/2026
coni:125848,FIGC,29650,01/07/2025,30/06/2026
coni:125849,FIGC,917423,01/07/2025,30/06/2026
coni:125852,FIGC,700444,01/07/2025,30/06/2026
coni:125855,FIGC,48030,01/07/2025,30/06/2026
coni:125859,FIGC,64834,01/07/2025,30/06/2026
coni:125862,FIGC|OPES,953935,01/07/2025,30/06/2026
coni:125864,FIGC,710854,01/07/2025,30/06/2026
coni:125865,FIGC,954862,01/07/2025,30/06/2026
coni:125866,FIGC,640092,01/07/2025,30/06/2026
coni:125868,FIGC,206460,01/07/2025,30/06/2026
coni:125869,CSI|FIGC,81859,01/07/2025,30/06/2026
coni:125872,FIGC,938378,01/07/2025,30/06/2026
coni:125881,FIGC,75302,01/07/2025,30/06/2026
coni:125885,FIGC|UISP,916714,01/07/2025,30/06/2026
coni:125894,FIGC,917145,01/07/2025,30/06/2026
coni:125899,FIGC,915659,01/07/2025,30/06/2026
coni:125904,FIGC,51890,01/07/2025,30/06/2026
coni:125905,FIGC,53100,01/07/2025,30/06/2026
coni:125913,FIGC,71279,01/07/2025,30/06/2026
coni:125916,FIGC,917069,01/07/2025,30/06/2026
coni:125921,FIGC,750021,01/07/2025,30/06/2026
coni:125925,FIGC,640237,01/07/2025,30/06/2026
coni:125931,FIGC|UISP,38420,01/07/2025,30/06/2026
coni:125935,FIGC,76266,01/07/2025,30/06/2026
coni:125937,FIGC,82105,01/07/2025,30/06/2026
coni:125939,FIGC,60248,01/07/2025,30/06/2026
coni:125941,FIGC,57310,01/07/2025,30/06/2026
coni:125942,FIGC,650395,01/07/2025,30/06/2026
coni:125943,FIGC,938291,01/07/2025,30/06/2026
coni:125945,FIGC,57776,01/07/2025,30/06/2026
coni:12595,FIGC,630529,01/07/2025,30/06/2026
coni:125953,FIGC,11320,01/07/2025,30/06/2026
coni:125957,FIGC|OPES,9510,01/07/2025,30/06/2026
coni:125960,FIGC,71823,01/07/2025,30/06/2026
coni:125962,FIGC,34570,01/07/2025,30/06/2026
coni:125967,FIGC,38100,01/07/2025,30/06/2026
coni:125972,FIGC,750665,01/07/2025,30/06/2026
coni:125975,FIGC,65768,01/07/2025,30/06/2026
coni:12625,CSI|FIGC|FIP,630141,01/07/2025,30/06/2026
coni:126345,CSI|FIGC,931137,01/07/2025,30/06/2026
coni:12657,FIGC,937851,01/07/2025,30/06/2026
coni:12665,CSI|FIGC|FIP,74448,01/07/2025,30/06/2026
coni:1271,FIGC,600219,01/07/2025,30/06/2026
coni:12710,CSI|FIGC,914652,01/07/2025,30/06/2026
coni:12728,CSI|FIGC,15200010,02/07/2025,30/06/2026
coni:12730,FIGC,912610,01/07/2025,30/06/2026
coni:12731,CSI|FIGC,80949,01/07/2025,30/06/2026
coni:127511,CSI|FIGC|UISP,950017,01/07/2025,30/06/2026
coni:12757,FIGC,933828,01/07/2025,30/06/2026
coni:12764,CSI|FIGC,954977,01/07/2025,30/06/2026
coni:1277,FIGC,60940,01/07/2025,30/06/2026
coni:12771,CSI|FIGC|FIP,916051,01/07/2025,30/06/2026
coni:12786,FIGC,953895,01/07/2025,30/06/2026
coni:12794,CSI|FIGC,500586,01/07/2025,30/06/2026
coni:12795,CSI|FIGC,205420,01/07/2025,30/06/2026
coni:128085,FIGC,946099,01/07/2025,30/06/2026
coni:1281,AICS|FIGC,29440,01/07/2025,30/06/2026
coni:128147,FIGC|UISP,964183,04/08/2025,30/06/2026
coni:1283,FIGC,951903,01/07/2025,30/06/2026
coni:128322,FIGC,962493,01/07/2025,30/06/2026
coni:12844,FIGC,941402,01/07/2025,30/06/2026
coni:128456,FIGC,949426,01/07/2025,30/06/2026
coni:1285,FIGC,945203,01/07/2025,30/06/2026
coni:128589,CSEN|FIGC,952558,01/07/2025,30/06/2026
coni:12875,FIGC,963075,01/07/2025,30/06/2026
coni:12883,FIGC,964268,24/07/2025,30/06/2026
coni:12915,FIGC,920679,01/07/2025,30/06/2026
coni:12920,FIGC,921267,01/07/2025,30/06/2026
coni:12923,FIGC,917989,01/07/2025,30/06/2026
coni:129269,FIGC,920649,01/07/2025,30/06/2026
coni:129282,FIGC|UISP,952107,01/07/2025,30/06/2026
coni:1293,FIGC,945582,01/07/2025,30/06/2026
coni:129309,CSI|FIGC|UISP,951590,01/07/2025,30/06/2026
coni:12936,FIGC,945561,01/07/2025,30/06/2026
coni:1295,FIGC,946219,01/07/2025,30/06/2026
coni:12951,FIGC,911228,01/07/2025,30/06/2026
coni:129685,FIGC,951520,01/07/2025,30/06/2026
